What are the five main EC2 instance types?	<ul> <li><strong>General Purpose</strong>: Balanced compute, memory, and network.</li> <li><strong>Compute Optimized</strong>: High CPU performance (e.g., HPC, gaming).</li> <li><strong>Memory Optimized</strong>: Large RAM for databases and caching.</li> <li><strong>Accelerated Computing</strong>: Uses GPUs or FPGAs for AI/ML.</li> <li><strong>Storage Optimized</strong>: High I/O for big data and analytics.</li> </ul>
How is the EC2 instance naming convention structured?	<p><strong>Example: R5dn.8xlarge</strong> - <strong>R</strong>: Instance family (e.g., R = memory optimized) - <strong>5</strong>: Generation (e.g., 5th generation of the R family) - <strong>dn</strong>: Additional capabilities (e.g., enhanced networking, local storage) - <strong>8xlarge</strong>: Size of the instance (nano, micro, small, large, xlarge, etc.)</p>
What is the difference between instance store and EBS?	<ul> <li><strong>Instance Store</strong>: Ephemeral, lost on stop/terminate, high-performance local storage.</li> <li><strong>EBS</strong>: Persistent, network-attached block storage that survives instance stops.</li> </ul>
What are the main types of storage available for EC2?	<ul> <li><strong>Block Storage</strong>: EBS volumes, mountable and bootable.</li> <li><strong>File Storage</strong>: EFS (Elastic File System), shared access.</li> <li><strong>Object Storage</strong>: S3, highly scalable but not mountable or bootable.</li> </ul>
Which storage type is best for a boot volume in EC2?	<p><strong>Elastic Block Store (EBS)</strong> is the best choice for a boot volume because it provides persistent storage.</p>
What is the primary reason to use an EC2 instance over other AWS compute services?	<p>EC2 is ideal for workloads that require <strong>full OS control</strong>, <strong>custom configurations</strong>, or <strong>long-running compute tasks</strong>.</p>
What is Amazon EBS?	<p>Amazon Elastic Block Store (EBS) provides persistent block storage for EC2 instances, supporting high availability and durability within a single Availability Zone.</p>
Can an EBS volume be attached to multiple EC2 instances?	<p>An EBS volume can be attached to only one EC2 instance at a time, except for multi-attach enabled volumes, which allow multiple instances to access them in <strong>read-only mode</strong>.</p>
What are the key characteristics of EBS?	<ul> <li><strong>Resides in a single AZ</strong> (cannot be shared across AZs).</li> <li><strong>Persistent storage</strong> that can be detached and reattached.</li> <li><strong>Supports snapshots stored in S3 for backups and migration.</strong></li> </ul>
How is EBS billed?	<p>EBS is billed based on <strong>provisioned storage (GB-months)</strong> and, in some cases, <strong>IOPS or throughput performance.</strong></p>
What is the difference between GP2 and GP3 EBS volumes?	<ul> <li><strong>GP2</strong>: Uses a credit-based burst model with a baseline of 3 IOPS per GB (minimum 100 IOPS).</li> <li><strong>GP3</strong>: Provides 3,000 IOPS and 125 MiB/s by default, with separate provisioning for additional performance.</li> </ul>
What are the maximum IOPS for io1, io2, and io2 Block Express?	<ul> <li><strong>io1</strong>: Up to 64,000 IOPS.</li> <li><strong>io2</strong>: Up to 64,000 IOPS (can scale to 256,000 in some cases).</li> <li><strong>io2 Block Express</strong>: Up to 260,000 IOPS.</li> </ul>
Which EBS volume type offers the highest durability?	<p><strong>io2 and io2 Block Express</strong> provide 99.999% durability, making them the best for critical workloads.</p>
Which EBS volume types are optimized for sequential throughput?	<ul> <li><strong>ST1 (Throughput Optimized HDD)</strong>: Best for large streaming workloads.</li> <li><strong>SC1 (Cold HDD)</strong>: Cost-effective for infrequent access workloads.</li> </ul>
What happens to data on an instance store volume when an EC2 instance stops or terminates?	<p>Data on an <strong>instance store volume is lost</strong> if the instance is stopped or terminated, as it is ephemeral storage.</p>
What are the differences between EBS and Instance Store volumes?	<ul> <li><strong>EBS</strong>: Persistent, network-attached block storage.</li> <li><strong>Instance Store</strong>: Ephemeral, physically attached to the EC2 host.</li> </ul>
Which EBS volume type is best for boot volumes?	<p><strong>GP3 or GP2 SSDs</strong> are best for boot volumes due to low latency and burst capabilities.</p>
How do EBS snapshots work?	<ul> <li><strong>Incremental backups</strong> stored in S3.</li> <li><strong>First snapshot is a full backup</strong>, subsequent snapshots only store changed blocks.</li> <li><strong>Snapshots can be copied across regions</strong> for disaster recovery.</li> </ul>
What happens when an EBS snapshot is deleted?	<p>Only the snapshot metadata is deleted. If previous snapshots exist, they remain intact, as snapshots are incremental.</p>
What are the benefits of Fast Snapshot Restore (FSR)?	<p>FSR enables <strong>full performance immediately</strong> after restoring an EBS volume from a snapshot, instead of fetching data on demand.</p>
How does EBS encryption work?	<ul> <li><strong>Uses AWS KMS for key management.</strong></li> <li><strong>Data is encrypted at rest and in transit.</strong></li> <li><strong>Encrypted snapshots and volumes inherit encryption.</strong></li> <li><strong>The OS is unaware of encryption (no performance impact).</strong></li> </ul>
Can an encrypted EBS volume be converted to unencrypted?	<p>No, an encrypted EBS volume <strong>cannot be converted to unencrypted</strong>. Instead, you must create a new unencrypted volume from a snapshot.</p>
How does default EBS encryption work?	<p>AWS accounts can enable <strong>default encryption</strong>, which automatically encrypts all new EBS volumes using a KMS key.</p>
What is Amazon Elastic File System (EFS)?	<p>Amazon EFS is a fully managed NFS-based file storage system that can be mounted on multiple Linux EC2 instances, providing scalable, shared storage.</p>
What are the two EFS performance modes?	<ul> <li><strong>General Purpose</strong>: Optimized for low-latency workloads.</li> <li><strong>Max I/O</strong>: Optimized for highly parallel workloads requiring high throughput.</li> </ul>
What are the two EFS throughput modes?	<ul> <li><strong>Bursting Throughput</strong>: Throughput scales with storage size.</li> <li><strong>Provisioned Throughput</strong>: Throughput is fixed, independent of storage size.</li> </ul>
What are the two EFS storage classes?	<ul> <li><strong>Frequent Access</strong>: For regularly accessed files.</li> <li><strong>Infrequent Access</strong>: Lower-cost storage for less accessed files.</li> </ul>
What is an Elastic Network Interface (ENI)?	<p>An ENI is a virtual network interface that can be attached to an EC2 instance, providing private and public IP addresses, MAC addresses, and security groups.</p>
What are the benefits of using secondary ENIs?	<ul> <li>Can be detached and reattached to other instances.</li> <li>Useful for <strong>license management</strong> (MAC address-based licenses).</li> <li>Allows <strong>multiple security groups</strong> for an instance.</li> </ul>
What are the different EC2 purchase options?	<ul> <li><strong>On-Demand</strong>: Pay-per-use with no long-term commitment.</li> <li><strong>Spot Instances</strong>: Discounted pricing for unused capacity (can be terminated by AWS).</li> <li><strong>Reserved Instances</strong>: Long-term commitment (1 or 3 years) for lower prices.</li> <li><strong>Dedicated Hosts</strong>: Provides an entire physical server for compliance or licensing needs.</li> </ul>
What are the three Reserved Instance payment options?	<ul> <li><strong>All Upfront</strong>: Maximum discount, paid entirely in advance.</li> <li><strong>Partial Upfront</strong>: Some upfront cost with lower hourly rates.</li> <li><strong>No Upfront</strong>: Pay-as-you-go, minimal discount.</li> </ul>
What are Savings Plans in EC2 pricing?	<p>Savings Plans allow customers to commit to an <strong>hourly spend</strong> for 1 or 3 years in exchange for <strong>discounted rates</strong> on EC2, Fargate, and Lambda usage.</p>
What are the two types of Savings Plans?	<ul> <li><strong>General Compute Savings Plan</strong>: Up to 66% discount, applies to EC2, Lambda, and Fargate.</li> <li><strong>EC2 Savings Plan</strong>: Up to 72% discount, but applies only to EC2.</li> </ul>
What are the two EC2 status checks?	<ul> <li><strong>System Status Check</strong>: Detects AWS infrastructure failures (e.g., power loss, networking issues).</li> <li><strong>Instance Status Check</strong>: Detects issues within the instance (e.g., incorrect configuration, disk corruption).</li> </ul>
What is EC2 Auto Recovery?	<p>Auto Recovery moves an instance to a healthy host if a <strong>system status check</strong> fails, ensuring availability.</p>
What is the difference between vertical and horizontal scaling in EC2?	<ul> <li><strong>Vertical Scaling</strong>: Increasing instance size (CPU, RAM), requires reboot.</li> <li><strong>Horizontal Scaling</strong>: Adding more instances, requires a load balancer.</li> </ul>
How can EC2 instances retrieve metadata about themselves?	<p>Instance metadata is accessible via <strong>http://169.254.169.254/latest/meta-data</strong>.</p>
What is EC2 user data?	<p>User data is a script executed at instance launch to automate configuration tasks. It runs only <strong>once</strong> on the first boot.</p>
What are the limitations of EC2 user data?	<ul> <li>Maximum size: <strong>16 KB</strong>.</li> <li>Executes only at <strong>first launch</strong>, not on reboot.</li> <li>Not secure—anyone with instance access can view it.</li> </ul>
What are best practices for reducing EC2 boot times?	<ul> <li><strong>Preconfigure instances with AMI baking.</strong></li> <li><strong>Use bootstrapping for runtime configurations.</strong></li> <li><strong>Leverage Fast Snapshot Restore (FSR) for immediate EBS performance.</strong></li> </ul>
What is CloudFormation Init (cfn-init)?	<p>cfn-init is an AWS CloudFormation helper script that configures EC2 instances based on metadata stored in a CloudFormation stack.</p>
What are the differences between EC2 user data and cfn-init?	<ul> <li><strong>User Data</strong>: Procedural, runs only once at instance startup.</li> <li><strong>cfn-init</strong>: Declarative, applies CloudFormation stack configurations dynamically.</li> </ul>
What are EC2 instance roles?	<p>EC2 instance roles are IAM roles that EC2 instances can assume to securely access AWS services without storing credentials on the instance.</p>
What is an instance profile in AWS?	<p>An instance profile is a wrapper around an IAM role that allows the role to be attached to an EC2 instance.</p>
How do EC2 instance roles provide credentials?	<ul> <li>AWS provides <strong>temporary credentials</strong> to the instance.</li> <li>These credentials are accessible via <strong>instance metadata</strong>.</li> <li>Credentials are <strong>automatically rotated</strong>.</li> </ul>
Why should credentials not be passed in EC2 user data?	<p>User data is visible to anyone with access to the instance. Instead, use <strong>AWS Systems Manager Parameter Store</strong> or <strong>Secrets Manager</strong> to store sensitive information.</p>
What are the two types of AWS Systems Manager (SSM) Parameter Store parameters?	<ul> <li><strong>String</strong>: Plain text or string lists.</li> <li><strong>SecureString</strong>: Encrypted with AWS KMS.</li> </ul>
How does AWS Secrets Manager differ from Parameter Store?	<p>AWS Secrets Manager is designed for storing sensitive information like database credentials and supports <strong>automatic secret rotation</strong>.</p>
How can EC2 instances send internal logs to CloudWatch?	<p>By installing and configuring the <strong>CloudWatch Agent</strong>, which requires appropriate IAM permissions.</p>
What are the three types of EC2 Placement Groups?	<ul> <li><strong>Cluster</strong>: Packs instances close together for <strong>low latency and high network throughput (up to 100 Gbps)</strong>.</li> <li><strong>Spread</strong>: Distributes instances across different hardware for <strong>maximum resilience</strong> (limit of <strong>7 instances per AZ</strong>).</li> <li><strong>Partition</strong>: Groups instances into <strong>isolated partitions</strong>, allowing <strong>hundreds of instances per AZ</strong>.</li> </ul>
What is an EC2 Dedicated Host?	<p>A dedicated host is a <strong>physical server fully allocated</strong> to a single AWS customer, allowing full control over instance placement and licensing.</p>
What are the benefits of EC2 Dedicated Hosts?	<ul> <li>Useful for software <strong>licensed per core/socket</strong>.</li> <li>Allows <strong>consistent hardware allocation</strong>.</li> <li>Can be <strong>shared across AWS accounts</strong> using AWS Resource Access Manager (RAM).</li> </ul>
What are the limitations of EC2 Dedicated Hosts?	<ul> <li>Certain AMIs (<strong>SUSE Linux, Windows</strong>) <strong>are not supported</strong>.</li> <li><strong>Amazon RDS is not supported</strong>.</li> <li><strong>Cannot be used with Placement Groups.</strong></li> </ul>
What is Enhanced Networking in EC2?	<p>Enhanced Networking improves performance using <strong>SR-IOV (Single Root I/O Virtualization)</strong>, reducing CPU overhead and increasing network throughput.</p>
What are the benefits of Enhanced Networking?	<ul> <li><strong>Higher I/O performance</strong>.</li> <li><strong>Lower CPU usage</strong>.</li> <li><strong>More bandwidth and lower latency</strong>.</li> <li><strong>Higher packets per second (PPS)</strong>.</li> </ul>
What are EBS-Optimized Instances?	<p>EBS-Optimized instances have <strong>dedicated network bandwidth</strong> for EBS storage, improving performance and reliability.</p>
Why is EBS optimization important?	<ul> <li>Ensures <strong>consistent performance</strong> for EBS volumes.</li> <li>Reduces contention between <strong>storage and network traffic</strong>.</li> </ul>
What is Amazon ECS (Elastic Container Service)?	<p>Amazon ECS is AWS's fully managed container orchestration service, allowing users to run and manage Docker containers on a cluster.</p>
What are the two ECS launch types?	<ul> <li><strong>EC2 Launch Type</strong>: Runs containers on EC2 instances managed in an ECS cluster.</li> <li><strong>Fargate Launch Type</strong>: A serverless model where AWS manages the underlying compute resources.</li> </ul>
What is the difference between ECS EC2 mode and Fargate mode?	<ul> <li><strong>EC2 Mode</strong>: Runs on user-managed EC2 instances with Auto Scaling.</li> <li><strong>Fargate Mode</strong>: AWS provisions and manages compute resources, eliminating the need for server management.</li> </ul>
What are the key components of ECS?	<ul> <li><strong>Cluster</strong>: The logical grouping of ECS resources.</li> <li><strong>Task Definition</strong>: Defines how containers should run.</li> <li><strong>Task</strong>: A running instance of a task definition (can contain multiple containers).</li> <li><strong>Service</strong>: Manages and scales tasks.</li> </ul>
What is Amazon ECR (Elastic Container Registry)?	<p>ECR is AWS's managed container registry for storing and managing Docker container images.</p>
What are the benefits of Amazon ECR?	<ul> <li><strong>Private and public repositories</strong>.</li> <li><strong>Automatic image scanning for vulnerabilities</strong>.</li> <li><strong>Cross-region and cross-account replication</strong>.</li> </ul>
What is Kubernetes?	<p>Kubernetes is an open-source container orchestration platform that automates container deployment, scaling, and management.</p>
What are the main components of Kubernetes?	<ul> <li><strong>Pods</strong>: The smallest compute unit that encapsulates a container.</li> <li><strong>Nodes</strong>: Machines running Kubernetes, hosting pods.</li> <li><strong>Cluster</strong>: A set of nodes managing workloads.</li> <li><strong>Services</strong>: Provide stable networking and routing for pods.</li> <li><strong>Ingress</strong>: Manages external access to services.</li> </ul>
What is Amazon EKS (Elastic Kubernetes Service)?	<p>EKS is AWS's managed Kubernetes service that automates deployment and scaling of Kubernetes clusters.</p>
What are the three types of nodes in an EKS cluster?	<ul> <li><strong>Self-managed Nodes</strong>: User-managed EC2 instances.</li> <li><strong>Managed Node Groups</strong>: AWS-managed EC2 instances.</li> <li><strong>Fargate Pods</strong>: Serverless execution of Kubernetes pods.</li> </ul>
How does EKS store cluster configuration data?	<p>EKS uses <strong>etcd</strong>, a distributed key-value store that is replicated across multiple Availability Zones for resilience.</p>
What is a Kubernetes Ingress?	<p>An Ingress is a resource that manages external access to Kubernetes services, typically through an Application Load Balancer (ALB) or Network Load Balancer (NLB).</p>
What is the purpose of the Kubernetes API Server (kube-apiserver)?	<p>The Kubernetes API Server acts as the front-end for the cluster, managing communication between nodes and the control plane.</p>
What is the role of the Kubernetes Scheduler?	<p>The Scheduler assigns workloads (pods) to nodes based on resource availability and constraints.</p>
What is the difference between ECS and EKS?	<ul> <li><strong>ECS</strong>: AWS-native container orchestration service.</li> <li><strong>EKS</strong>: Kubernetes-based container orchestration, allowing portability across cloud providers.</li> </ul>
When should you use ECS over EKS?	<p>Use ECS if you prefer a simpler AWS-native container management service with less operational overhead.</p>
When should you use EKS over ECS?	<p>Use EKS if you need <strong>Kubernetes portability</strong>, want to leverage <strong>Kubernetes ecosystem tools</strong>, or require a <strong>multi-cloud strategy</strong>.</p>
What is Amazon Route 53?	<p>Amazon Route 53 is AWS's global DNS service that provides domain registration, DNS resolution, and health checks with high availability and scalability.</p>
What are the two types of Route 53 hosted zones?	<ul> <li><strong>Public Hosted Zone</strong>: Used for domains accessible from the internet.</li> <li><strong>Private Hosted Zone</strong>: Used for internal DNS resolution within VPCs.</li> </ul>
What is the difference between a domain registrar and a DNS hosting service?	<ul> <li><strong>Domain Registrar</strong>: Registers domain names and communicates with the TLD registry.</li> <li><strong>DNS Hosting</strong>: Manages DNS records and provides name resolution.</li> </ul>
What are the main DNS record types used in Route 53?	<ul> <li><strong>A Record</strong>: Maps a domain to an IPv4 address.</li> <li><strong>AAAA Record</strong>: Maps a domain to an IPv6 address.</li> <li><strong>CNAME Record</strong>: Maps a domain to another domain (cannot be used for apex domains).</li> <li><strong>Alias Record</strong>: Maps a domain to an AWS resource (like an ELB, S3 bucket, etc.).</li> <li><strong>MX Record</strong>: Specifies mail servers for a domain.</li> <li><strong>TXT Record</strong>: Stores arbitrary text data, commonly used for verification.</li> </ul>
What is the difference between a CNAME and an Alias record?	<ul> <li><strong>CNAME</strong>: Maps a domain to another domain, but cannot be used for apex domains.</li> <li><strong>Alias</strong>: Maps a domain to an AWS resource, supports apex domains, and does not incur query charges.</li> </ul>
What is TTL (Time to Live) in DNS records?	<p>TTL is the duration (in seconds) that a DNS record is cached before the resolver refreshes it from the authoritative nameserver.</p>
What are Route 53 Health Checks?	<p>Health checks monitor the health of endpoints (websites, servers, or AWS resources) and can be used in routing policies to exclude unhealthy endpoints.</p>
What are the three types of Route 53 health checks?	<ul> <li><strong>Endpoint Health Check</strong>: Monitors the availability of a specific IP or domain.</li> <li><strong>CloudWatch Alarm Health Check</strong>: Uses CloudWatch alarms to determine health status.</li> <li><strong>Calculated Health Check</strong>: Combines multiple health checks into a single result.</li> </ul>
What happens if a Route 53 health check fails?	<p>If a health check fails, Route 53 stops returning the unhealthy endpoint in DNS query responses.</p>
What is Simple Routing in Route 53?	<p>Simple Routing returns all records in a DNS response and lets the client choose one. No health checks are used.</p>
What is Failover Routing in Route 53?	<p>Failover Routing allows active-passive failover by returning a secondary record only if the primary record fails a health check.</p>
What is Multi-Value Routing in Route 53?	<p>Multi-Value Routing returns multiple healthy records (up to 8) in a random selection, improving availability but not replacing a load balancer.</p>
What is Weighted Routing in Route 53?	<p>Weighted Routing distributes traffic based on assigned weights, allowing controlled traffic shifting (e.g., canary deployments).</p>
What is Latency-Based Routing in Route 53?	<p>Latency-Based Routing directs users to the AWS region with the lowest latency to improve performance.</p>
What is Geolocation Routing in Route 53?	<p>Geolocation Routing directs users based on their country or continent, useful for content localization and regional restrictions.</p>
What is Geoproximity Routing in Route 53?	<p>Geoproximity Routing directs traffic based on the physical distance between users and AWS resources, with optional biasing to shift traffic between locations.</p>
What is Split View DNS in Route 53?	<p>Split View DNS uses both public and private hosted zones for the same domain, allowing different DNS responses for internal and external users.</p>
How does Route 53 integrate with AWS services?	<p>Route 53 provides <strong>Alias records</strong> for AWS resources like <strong>ELBs, S3 buckets, CloudFront distributions, and API Gateway</strong>, enabling seamless integration.</p>
What is DNSSEC in Route 53?	<p>DNSSEC (DNS Security Extensions) provides cryptographic authentication for DNS records using AWS KMS to sign DNS responses.</p>
How does Route 53 ensure DNS availability?	<ul> <li><strong>Globally replicated DNS infrastructure</strong></li> <li><strong>Multiple redundant nameservers per domain</strong></li> <li><strong>Anycast routing for low-latency responses</strong></li> </ul>
What is Amazon RDS?	<p>Amazon RDS (Relational Database Service) is a managed database service that supports multiple SQL database engines, automating administrative tasks such as backups, scaling, and patching.</p>
Which database engines does Amazon RDS support?	<ul> <li>MySQL</li> <li>PostgreSQL</li> <li>MariaDB</li> <li>Oracle</li> <li>Microsoft SQL Server</li> <li>Amazon Aurora</li> </ul>
What is the difference between ACID and BASE transactions?	<ul> <li><strong>ACID (Atomicity, Consistency, Isolation, Durability)</strong>: Ensures strong consistency, but may limit scalability.</li> <li><strong>BASE (Basically Available, Soft state, Eventually consistent)</strong>: Prioritizes availability and scalability over strict consistency.</li> </ul>
When should you run a database on EC2 instead of RDS?	<ul> <li>When <strong>OS-level access</strong> is required.</li> <li>When <strong>custom database tuning</strong> is needed.</li> <li>When <strong>vendor requirements</strong> mandate it.</li> <li>When AWS does not provide the required <strong>database or version</strong>.</li> </ul>
What are the drawbacks of running a database on EC2?	<ul> <li><strong>High administrative overhead</strong> (manual backups, scaling, updates).</li> <li><strong>Single-AZ by default</strong> (lower availability).</li> <li><strong>Networking and security configurations must be managed manually.</strong></li> </ul>
What are the benefits of Amazon RDS?	<ul> <li><strong>Managed service</strong> (no OS or database patching required).</li> <li><strong>Automated backups and snapshots.</strong></li> <li><strong>Multi-AZ deployments for high availability.</strong></li> <li><strong>Read replicas for scaling read workloads.</strong></li> </ul>
How does RDS store data?	<p>RDS instances use <strong>EBS (Elastic Block Store) volumes</strong> for persistent storage.</p>
What are the cost factors for Amazon RDS?	<ul> <li><strong>Instance size and type</strong></li> <li><strong>Multi-AZ replication</strong></li> <li><strong>Storage amount and type</strong></li> <li><strong>Backup storage usage</strong></li> <li><strong>Data transfer</strong></li> <li><strong>Database licenses (if applicable)</strong></li> </ul>
What is Amazon RDS Multi-AZ?	<p>Multi-AZ is a high-availability setup where data is synchronously replicated to a standby instance in a different Availability Zone (AZ).</p>
What happens during an RDS Multi-AZ failover?	<ul> <li>AWS updates the <strong>CNAME</strong> to point to the standby instance.</li> <li>The standby instance becomes the new <strong>primary</strong> database.</li> <li>Clients may experience <strong>a brief outage</strong> while DNS propagates.</li> </ul>
How does RDS Multi-AZ Cluster differ from traditional Multi-AZ?	<ul> <li><strong>Traditional Multi-AZ</strong>: Has <strong>one standby</strong> replica (failover takes time due to DNS updates).</li> <li><strong>Multi-AZ Cluster</strong>: Uses <strong>one writer and two readers</strong> for <strong>faster failover</strong> and <strong>read scaling</strong>.</li> </ul>
What are RDS read replicas?	<p>Read replicas are asynchronous copies of an RDS database that handle read traffic, improving scalability.</p>
What are the key differences between Multi-AZ and Read Replicas?	<ul> <li><strong>Multi-AZ</strong>: Provides <strong>high availability</strong> (synchronous replication, automatic failover).</li> <li><strong>Read Replicas</strong>: Provide <strong>read scaling</strong> (asynchronous replication, no automatic failover).</li> </ul>
Can read replicas be cross-region?	<p>Yes, RDS allows <strong>cross-region read replicas</strong> for disaster recovery and global scaling.</p>
How does RDS perform backups?	<ul> <li><strong>Automated backups</strong>: Stored in <strong>S3</strong> and retained for up to <strong>35 days</strong>.</li> <li><strong>Manual snapshots</strong>: Persist indefinitely unless deleted.</li> </ul>
What happens when you delete an RDS instance?	<ul> <li><strong>Automated backups are deleted.</strong></li> <li><strong>Manual snapshots remain.</strong></li> <li><strong>Option to take a final snapshot before deletion.</strong></li> </ul>
What is the difference between an RDS automated backup and a manual snapshot?	<ul> <li><strong>Automated backups</strong>: Managed by AWS, retained for a set period (max <strong>35 days</strong>), deleted with the instance.</li> <li><strong>Manual snapshots</strong>: Persist indefinitely until manually deleted.</li> </ul>
How does Amazon RDS handle maintenance updates?	<p>RDS schedules maintenance windows for <strong>patching and updates</strong>, which can cause brief downtime.</p>
How does Amazon RDS provide security?	<ul> <li><strong>IAM authentication</strong> for access management.</li> <li><strong>VPC security groups</strong> to control network access.</li> <li><strong>Encryption using AWS KMS.</strong></li> <li><strong>Automatic backups and snapshots for data protection.</strong></li> </ul>
What are RDS storage options?	<ul> <li><strong>General Purpose SSD (gp3/gp2)</strong>: Balanced cost and performance.</li> <li><strong>Provisioned IOPS SSD (io1/io2)</strong>: High-performance for intensive workloads.</li> <li><strong>Magnetic (deprecated)</strong>: Legacy option with low cost and low performance.</li> </ul>
Where are RDS backups stored?	<p>RDS backups are stored in <strong>Amazon S3</strong> but are <strong>only visible in the RDS console</strong>, providing regional resilience.</p>
What are the two types of RDS backups?	<ul> <li><strong>Snapshots</strong>: Manually triggered, full copy, incremental, and persists after instance deletion.</li> <li><strong>Automated Backups</strong>: Daily backups with transaction logs stored every 5 minutes, allowing point-in-time recovery.</li> </ul>
What is the retention period for RDS automated backups?	<p>Automated backups can be retained for <strong>0 to 35 days</strong>.</p>
What happens when an RDS instance is deleted?	<ul> <li><strong>Automated backups are deleted.</strong></li> <li><strong>Manual snapshots persist until manually deleted.</strong></li> <li><strong>Option to take a final snapshot before deletion.</strong></li> </ul>
How do RDS read replicas work?	<ul> <li><strong>Read-only copies</strong> of the primary database.</li> <li><strong>Asynchronous replication</strong>.</li> <li>Supports up to <strong>5 read replicas per database</strong>.</li> </ul>
What is the main difference between RDS Multi-AZ and Read Replicas?	<ul> <li><strong>Multi-AZ</strong>: Provides <strong>high availability</strong> with synchronous replication.</li> <li><strong>Read Replicas</strong>: Provide <strong>read scaling</strong> with asynchronous replication.</li> </ul>
Can RDS read replicas be cross-region?	<p>Yes, <strong>cross-region read replicas</strong> allow disaster recovery and global scaling.</p>
How does RDS encrypt data?	<ul> <li><strong>Uses AWS KMS for EBS volume encryption.</strong></li> <li><strong>Encrypts storage, logs, snapshots, and replicas.</strong></li> <li><strong>Once enabled, encryption cannot be removed.</strong></li> </ul>
What encryption features does RDS support?	<ul> <li><strong>SSL/TLS for in-transit encryption</strong>.</li> <li><strong>KMS encryption for at-rest data</strong>.</li> <li><strong>TDE (Transparent Data Encryption) for MSSQL &amp; Oracle</strong>.</li> </ul>
How does IAM authentication work in RDS?	<ul> <li>IAM generates <strong>temporary 15-minute tokens</strong> instead of using static database credentials.</li> <li><strong>Authorization is still managed by the database engine.</strong></li> </ul>
What is RDS Proxy?	<p>RDS Proxy is a <strong>connection pooling service</strong> that reduces database connection overhead and improves failover handling.</p>
When should you use RDS Proxy?	<ul> <li>High connection volume (reduces database load).</li> <li>Serverless applications (e.g., Lambda).</li> <li>Long-lived connections with low latency requirements.</li> </ul>
What is AWS DMS (Database Migration Service)?	<p>DMS enables <strong>live database migration</strong> with minimal downtime using Change Data Capture (CDC).</p>
What migration types does AWS DMS support?	<ul> <li><strong>Full Load</strong>: One-time migration.</li> <li><strong>Full Load + CDC</strong>: Migrates full data and syncs ongoing changes.</li> <li><strong>CDC Only</strong>: Continuous data replication.</li> </ul>
What is Amazon Aurora?	<p>Amazon Aurora is a <strong>fully managed, high-performance relational database</strong> that supports <strong>MySQL and PostgreSQL</strong> compatibility.</p>
How does Aurora storage work?	<ul> <li><strong>Clustered storage</strong> with a <strong>shared volume</strong> across all instances.</li> <li><strong>6 copies</strong> of data across <strong>3 AZs</strong>.</li> <li><strong>Storage scales automatically up to 128 TB.</strong></li> </ul>
What are the three types of Aurora endpoints?	<ul> <li><strong>Cluster Endpoint</strong>: Points to the <strong>primary writer</strong>.</li> <li><strong>Read Endpoint</strong>: Load balances across <strong>read replicas</strong>.</li> <li><strong>Custom Endpoint</strong>: User-defined for specific instances.</li> </ul>
What is Aurora Backtrack?	<p>Aurora Backtrack allows <strong>rewinding a database</strong> to a previous time without restoring a snapshot.</p>
How does Aurora Serverless differ from standard Aurora?	<ul> <li><strong>Serverless:</strong> Automatically scales capacity based on workload.</li> <li><strong>Uses Aurora Capacity Units (ACUs)</strong>.</li> <li><strong>Can scale to zero when idle.</strong></li> </ul>
What are the use cases for Aurora Serverless?	<ul> <li><strong>Infrequent workloads</strong>.</li> <li><strong>Unpredictable traffic spikes</strong>.</li> <li><strong>Development &amp; testing environments.</strong></li> </ul>
What is an Aurora Global Database?	<p>Aurora Global Database supports <strong>cross-region replication</strong> with up to <strong>16 read replicas</strong> for <strong>low-latency access and disaster recovery.</strong></p>
How does Aurora Multi-Master differ from standard Aurora?	<ul> <li><strong>Multi-Master:</strong> Allows multiple <strong>writers</strong> instead of a single primary instance.</li> <li><strong>No cluster endpoint</strong>, applications must connect to specific instances.</li> </ul>
What type of database is DynamoDB?	<p>DynamoDB is a fully managed NoSQL database service that supports key-value and document-based data models.</p>
How does DynamoDB scale?	<p>DynamoDB can scale automatically or manually, providing high availability across Availability Zones (AZs) and optionally globally.</p>
What are the two types of keys used in DynamoDB tables?	<ol> <li>Partition key: Used as the primary key when alone.</li> <li>Sort key: When present, creates a composite primary key.</li> </ol>
What is the maximum item size in a DynamoDB table?	<p>Each item in a DynamoDB table can be a maximum of 400KB in size.</p>
What are the two capacity modes in DynamoDB?	<ol> <li><strong>On-demand mode</strong>: Pay per million read or write units, suitable for unpredictable loads.</li> <li><strong>Provisioned mode</strong>: Define Read Capacity Units (RCUs) and Write Capacity Units (WCUs) per table.</li> </ol>
How is read capacity measured in DynamoDB?	<p>1 RCU (Read Capacity Unit) can read up to 4KB of data with eventual consistency. Strongly consistent reads consume double the RCUs.</p>
How is write capacity measured in DynamoDB?	<p>1 WCU (Write Capacity Unit) can write up to 1KB of data per second.</p>
What is the difference between a query and a scan in DynamoDB?	<ul> <li><strong>Query</strong>: Uses a partition key and optionally a sort key/range to retrieve specific items efficiently.</li> <li><strong>Scan</strong>: Reads the entire table, consuming capacity for every item, making it less efficient.</li> </ul>
What are the two types of read consistency in DynamoDB?	<ol> <li><strong>Eventually consistent reads</strong>: Reads from one node, may not include recent updates, consumes half the RCUs of strong consistency.</li> <li><strong>Strongly consistent reads</strong>: Always reads from the leader node, ensuring up-to-date data but with higher cost.</li> </ol>
How do you calculate the required WCU for a DynamoDB table?	<p>WCU = ceil(item size / 1KB) * average writes per second</p>
